Order ID,Order Date,Customer Name,Region,State,City,Category,Sub-Category,Sales,Quantity,Profit
CA-2018-102571,13-09-2015,Customer_134,West,California,Chicago,Furniture,Bookcases,312.34,7,278.52
CA-2015-102572,11-09-2017,Customer_54,West,New York,Los Angeles,Office Supplies,Binders,104.07,8,-47.88
CA-2016-102573,15-02-2015,Customer_21,West,New York,New York City,Office Supplies,Paper,745.49,3,4.17
CA-2017-102574,25-07-2016,Customer_464,East,California,New York City,Office Supplies,Storage,738.27,8,-4.47
CA-2018-102575,26-12-2017,Customer_328,West,Texas,Miami,Furniture,Chairs,790.58,10,-55.53
CA-2015-102576,14-06-2018,Customer_78,East,Illinois,Houston,Furniture,Bookcases,169.56,9,-86.25
CA-2016-102577,19-08-2015,Customer_68,East,California,Los Angeles,Office Supplies,Paper,59.53,3,285.03
CA-2017-102578,25-12-2015,Customer_292,South,New York,Chicago,Technology,Phones,449.56,10,274.41
CA-2018-102579,06-05-2015,Customer_296,East,Illinois,Los Angeles,Furniture,Chairs,67.85,9,240.82
CA-2015-102580,27-03-2016,Customer_67,East,New York,Miami,Technology,Phones,625.58,6,64.85
CA-2016-102581,16-04-2015,Customer_210,Central,California,Los Angeles,Technology,Copiers,15.13,4,70.35
CA-2017-102582,09-09-2015,Customer_484,East,New York,Houston,Office Supplies,Storage,540.15,6,27.34
CA-2018-102583,26-09-2016,Customer_447,West,Texas,Houston,Furniture,Tables,59.83,10,266.59
CA-2015-102584,04-06-2016,Customer_406,Central,Florida,Houston,Furniture,Tables,664.45,1,132.64
CA-2016-102585,04-08-2017,Customer_140,Central,California,Houston,Technology,Phones,454.46,1,171.71
CA-2017-102586,31-03-2015,Customer_357,East,Illinois,Los Angeles,Office Supplies,Storage,943.2,4,-83.05
CA-2018-102587,24-01-2018,Customer_413,South,California,Houston,Office Supplies,Paper,796.92,2,-57.7
CA-2015-102588,02-03-2015,Customer_385,South,New York,Houston,Office Supplies,Storage,289.01,1,78.38
CA-2016-102589,29-12-2016,Customer_88,Central,Illinois,Houston,Office Supplies,Binders,635.35,4,85.88
CA-2017-102590,06-01-2017,Customer_444,East,New York,Houston,Office Supplies,Binders,152.13,3,147.69
CA-2018-102591,28-01-2017,Customer_225,South,California,New York City,Office Supplies,Storage,344.51,9,120.12
CA-2015-102592,26-01-2015,Customer_5,West,Florida,Houston,Furniture,Tables,509.53,5,189.51
CA-2016-102593,19-11-2018,Customer_71,East,California,New York City,Furniture,Bookcases,328.04,6,143.15
CA-2017-102594,22-03-2018,Customer_63,East,Illinois,New York City,Furniture,Tables,576.78,2,249.16
CA-2018-102595,30-03-2016,Customer_30,West,Texas,New York City,Furniture,Chairs,345.68,8,190.05
CA-2015-102596,06-02-2016,Customer_94,South,California,Houston,Technology,Accessories,692.99,9,123.9
CA-2016-102597,30-04-2016,Customer_286,West,Florida,Chicago,Office Supplies,Paper,680.73,10,-4.71
CA-2017-102598,20-05-2015,Customer_126,West,Illinois,Los Angeles,Technology,Copiers,105.95,6,267.76
CA-2018-102599,31-05-2018,Customer_105,East,New York,Chicago,Technology,Accessories,859.99,2,143.24
CA-2015-102600,02-08-2018,Customer_411,West,California,Houston,Furniture,Tables,690.7,8,205.64
CA-2016-102601,08-04-2017,Customer_465,Central,New York,Houston,Technology,Copiers,532.78,6,-39.16
CA-2017-102602,15-11-2016,Customer_17,West,California,Miami,Furniture,Chairs,57.59,8,199.79
CA-2018-102603,13-11-2016,Customer_13,West,Illinois,New York City,Technology,Copiers,165.65,1,157.78
CA-2015-102604,10-05-2018,Customer_400,East,Illinois,New York City,Furniture,Chairs,394.53,8,6.43
CA-2016-102605,18-04-2018,Customer_414,West,Illinois,Los Angeles,Technology,Copiers,16.5,4,298.9
CA-2017-102606,20-06-2016,Customer_165,South,Texas,New York City,Office Supplies,Binders,891.97,5,41.76
CA-2018-102607,19-11-2018,Customer_102,South,Illinois,New York City,Technology,Phones,619.05,4,242.69
CA-2015-102608,26-06-2015,Customer_315,West,California,New York City,Furniture,Chairs,434.92,3,70.31
CA-2016-102609,10-04-2015,Customer_323,East,California,Houston,Technology,Copiers,711.37,4,135.08
CA-2017-102610,19-10-2015,Customer_473,East,New York,Houston,Technology,Copiers,164.81,1,-52.29
CA-2018-102611,07-12-2016,Customer_305,South,Illinois,New York City,Technology,Copiers,109.63,5,-63.28
CA-2015-102612,27-01-2016,Customer_434,East,Illinois,Los Angeles,Technology,Copiers,77.9,7,272.2
CA-2016-102613,07-07-2018,Customer_431,Central,Illinois,Houston,Technology,Phones,737.68,1,27.03
CA-2017-102614,03-06-2017,Customer_227,West,New York,Los Angeles,Technology,Copiers,438.45,3,-9.99
CA-2018-102615,16-08-2015,Customer_132,Central,New York,New York City,Furniture,Chairs,788.39,2,20.1
CA-2015-102616,11-04-2018,Customer_459,South,Florida,Los Angeles,Office Supplies,Binders,430.31,5,-86.43
CA-2016-102617,19-04-2016,Customer_348,Central,California,Chicago,Office Supplies,Binders,398.3,5,0.41
CA-2017-102618,18-12-2018,Customer_77,South,California,Houston,Furniture,Tables,680.25,5,264.69
CA-2018-102619,10-09-2016,Customer_99,East,Florida,Los Angeles,Furniture,Bookcases,825.2,5,275.51
CA-2015-102620,13-09-2016,Customer_342,Central,California,Chicago,Technology,Phones,531.06,1,184.43
CA-2016-102621,12-11-2017,Customer_482,Central,Texas,Miami,Office Supplies,Binders,482.84,4,92.34
CA-2017-102622,07-04-2017,Customer_189,West,Florida,Miami,Furniture,Chairs,950.19,4,264.67
CA-2018-102623,02-04-2016,Customer_434,Central,New York,Houston,Technology,Accessories,512.38,7,58.91
CA-2015-102624,04-03-2016,Customer_408,West,California,New York City,Furniture,Bookcases,732.03,7,24.51
CA-2016-102625,11-12-2015,Customer_230,East,California,Miami,Technology,Phones,652.12,9,103.47
CA-2017-102626,16-05-2016,Customer_96,East,California,Houston,Technology,Phones,883.38,4,-88.0
CA-2018-102627,30-12-2017,Customer_360,East,California,Miami,Technology,Phones,275.48,8,248.28
CA-2015-102628,09-02-2016,Customer_30,South,California,New York City,Technology,Accessories,48.28,4,145.04
CA-2016-102629,03-08-2017,Customer_232,South,New York,New York City,Office Supplies,Binders,322.66,1,131.71
CA-2017-102630,14-01-2015,Customer_270,West,Florida,Houston,Technology,Copiers,167.75,1,81.98
CA-2018-102631,13-11-2018,Customer_327,Central,Illinois,Houston,Office Supplies,Storage,514.61,1,138.58
CA-2015-102632,28-09-2018,Customer_93,Central,New York,Los Angeles,Furniture,Tables,438.9,8,-51.76
CA-2016-102633,03-11-2017,Customer_381,South,California,Chicago,Office Supplies,Storage,520.1,8,-44.1
CA-2017-102634,12-01-2015,Customer_44,Central,California,Chicago,Office Supplies,Binders,206.42,5,-14.12
CA-2018-102635,29-04-2017,Customer_92,South,Texas,Houston,Furniture,Chairs,243.49,4,20.96
CA-2015-102636,24-12-2015,Customer_339,Central,Florida,Chicago,Office Supplies,Storage,639.13,7,167.95
CA-2016-102637,15-09-2018,Customer_187,West,Illinois,Chicago,Furniture,Bookcases,855.84,2,209.93
CA-2017-102638,14-11-2015,Customer_43,West,California,Houston,Technology,Copiers,385.2,6,14.4
CA-2018-102639,10-01-2019,Customer_145,West,Illinois,Miami,Furniture,Bookcases,992.79,1,276.79
CA-2015-102640,08-04-2015,Customer_44,East,Florida,Los Angeles,Office Supplies,Storage,776.03,6,161.07
CA-2016-102641,09-09-2015,Customer_300,South,Illinois,Miami,Office Supplies,Storage,952.76,10,122.33
CA-2017-102642,23-12-2016,Customer_185,West,California,New York City,Furniture,Bookcases,972.88,10,212.79
CA-2018-102643,16-04-2018,Customer_401,Central,Florida,Miami,Technology,Accessories,158.3,3,164.69
CA-2015-102644,12-07-2016,Customer_216,West,California,Los Angeles,Technology,Copiers,765.39,9,-80.37
CA-2016-102645,18-10-2017,Customer_6,Central,California,Chicago,Office Supplies,Binders,650.94,1,75.23
CA-2017-102646,12-10-2015,Customer_290,East,Texas,New York City,Furniture,Chairs,300.86,9,126.75
CA-2018-102647,29-01-2016,Customer_152,West,Illinois,Houston,Office Supplies,Paper,17.08,4,-24.12
CA-2015-102648,31-07-2018,Customer_185,West,Florida,Houston,Office Supplies,Paper,918.61,9,-77.58
CA-2016-102649,19-08-2016,Customer_465,East,Illinois,Houston,Technology,Phones,101.92,7,-86.87
CA-2017-102650,11-04-2016,Customer_491,Central,California,Houston,Technology,Phones,185.88,1,77.5
CA-2018-102651,24-01-2018,Customer_334,East,Texas,New York City,Office Supplies,Paper,853.38,8,131.34
CA-2015-102652,25-08-2017,Customer_439,South,Texas,New York City,Technology,Phones,916.12,6,33.5
CA-2016-102653,19-03-2015,Customer_260,Central,New York,Los Angeles,Technology,Copiers,423.97,6,36.17
CA-2017-102654,21-12-2016,Customer_301,South,California,Houston,Technology,Phones,145.05,4,-20.67
CA-2018-102655,26-10-2016,Customer_19,Central,Texas,Los Angeles,Technology,Accessories,865.96,4,91.2
CA-2015-102656,08-10-2017,Customer_106,East,California,New York City,Technology,Copiers,346.1,9,206.06
CA-2016-102657,10-10-2018,Customer_43,South,New York,Miami,Furniture,Tables,740.87,7,-94.47
CA-2017-102658,28-03-2016,Customer_234,East,Florida,Los Angeles,Furniture,Tables,29.62,7,-97.65
CA-2018-102659,26-03-2016,Customer_458,South,Illinois,New York City,Office Supplies,Binders,929.44,3,59.27
CA-2015-102660,09-08-2015,Customer_39,South,Texas,Houston,Furniture,Bookcases,926.4,1,130.68
CA-2016-102661,07-08-2018,Customer_247,South,California,Los Angeles,Office Supplies,Binders,335.03,2,243.53
CA-2017-102662,12-05-2015,Customer_369,Central,New York,Chicago,Technology,Copiers,953.07,3,91.56
CA-2018-102663,20-06-2017,Customer_61,South,Illinois,Miami,Technology,Accessories,387.09,3,114.6
CA-2015-102664,09-05-2016,Customer_144,South,Florida,New York City,Office Supplies,Binders,368.27,8,291.51
CA-2016-102665,16-11-2015,Customer_147,West,Florida,New York City,Furniture,Bookcases,422.81,5,291.85
CA-2017-102666,18-07-2017,Customer_406,East,Texas,New York City,Technology,Copiers,30.57,10,147.81
CA-2018-102667,03-10-2018,Customer_150,South,New York,Miami,Furniture,Tables,585.12,3,-12.75
CA-2015-102668,16-04-2016,Customer_270,South,New York,Miami,Furniture,Chairs,307.39,8,-52.34
CA-2016-102669,28-02-2018,Customer_479,West,Florida,Miami,Furniture,Tables,458.11,7,-28.23
CA-2017-102670,09-02-2016,Customer_228,West,Florida,Houston,Office Supplies,Storage,448.87,9,157.45
CA-2018-102671,12-04-2016,Customer_347,West,Illinois,Los Angeles,Technology,Accessories,918.39,1,-30.07
CA-2015-102672,02-02-2015,Customer_485,Central,Texas,Los Angeles,Furniture,Tables,517.2,9,142.63
CA-2016-102673,22-10-2015,Customer_320,Central,California,Chicago,Office Supplies,Storage,267.86,4,159.41
CA-2017-102674,02-12-2015,Customer_180,Central,California,Los Angeles,Furniture,Tables,662.29,1,151.79
CA-2018-102675,30-01-2019,Customer_469,Central,Illinois,Chicago,Furniture,Chairs,155.49,1,138.14
CA-2015-102676,18-02-2017,Customer_365,South,Illinois,New York City,Office Supplies,Storage,500.2,5,196.54
CA-2016-102677,14-06-2016,Customer_4,West,New York,Miami,Furniture,Chairs,354.83,8,298.55
CA-2017-102678,07-06-2015,Customer_136,East,Illinois,Miami,Furniture,Tables,229.41,1,27.28
CA-2018-102679,08-08-2017,Customer_343,South,New York,Los Angeles,Furniture,Chairs,731.5,2,173.37
CA-2015-102680,12-05-2016,Customer_36,South,Florida,Miami,Furniture,Chairs,354.66,5,21.0
CA-2016-102681,04-06-2017,Customer_222,South,Texas,Los Angeles,Furniture,Bookcases,751.71,8,19.38
CA-2017-102682,14-01-2018,Customer_96,South,Texas,New York City,Office Supplies,Paper,706.9,4,152.69
CA-2018-102683,18-05-2017,Customer_164,South,California,Los Angeles,Technology,Copiers,289.12,3,113.28
CA-2015-102684,16-10-2017,Customer_109,Central,Illinois,Houston,Office Supplies,Paper,18.85,4,87.62
CA-2016-102685,19-02-2015,Customer_242,Central,Texas,Miami,Office Supplies,Paper,188.69,1,249.4
CA-2017-102686,21-03-2018,Customer_240,West,Florida,Chicago,Technology,Phones,849.14,7,199.0
CA-2018-102687,28-03-2015,Customer_492,West,Texas,New York City,Technology,Phones,244.32,3,221.17
CA-2015-102688,12-05-2018,Customer_334,South,Texas,Los Angeles,Office Supplies,Binders,842.07,1,245.01
CA-2016-102689,15-05-2017,Customer_400,West,Texas,Chicago,Furniture,Chairs,951.98,8,70.52
CA-2017-102690,20-09-2018,Customer_467,West,Texas,Houston,Furniture,Bookcases,237.61,5,-76.97
CA-2018-102691,03-05-2017,Customer_350,South,Florida,Miami,Technology,Accessories,591.67,7,58.79
CA-2015-102692,16-01-2018,Customer_473,Central,California,Houston,Technology,Copiers,422.26,5,37.77
CA-2016-102693,07-10-2018,Customer_489,East,New York,Miami,Furniture,Tables,642.84,8,12.19
CA-2017-102694,19-07-2015,Customer_148,South,Texas,Los Angeles,Furniture,Chairs,106.88,3,53.12
CA-2018-102695,22-01-2017,Customer_294,South,Texas,Miami,Office Supplies,Paper,691.12,1,36.57
CA-2015-102696,25-04-2017,Customer_91,East,Illinois,Houston,Furniture,Tables,379.64,9,157.1
CA-2016-102697,24-08-2015,Customer_332,West,New York,New York City,Office Supplies,Paper,189.17,6,-43.03
CA-2017-102698,15-09-2017,Customer_438,Central,California,Chicago,Office Supplies,Paper,629.61,9,122.06
CA-2018-102699,12-02-2018,Customer_83,Central,California,Miami,Office Supplies,Storage,791.62,6,65.84
CA-2015-102700,13-03-2016,Customer_221,East,Illinois,Chicago,Furniture,Chairs,297.06,4,246.59
CA-2016-102701,11-07-2016,Customer_3,South,Texas,Miami,Office Supplies,Storage,487.93,5,120.79
CA-2017-102702,21-07-2018,Customer_420,South,California,Los Angeles,Technology,Phones,448.74,10,221.55
CA-2018-102703,06-03-2017,Customer_471,West,Florida,Chicago,Furniture,Tables,625.36,1,63.94
CA-2015-102704,23-02-2017,Customer_110,South,Texas,New York City,Furniture,Bookcases,155.34,2,127.48
CA-2016-102705,08-08-2017,Customer_408,East,New York,Los Angeles,Furniture,Chairs,522.65,7,80.41
CA-2017-102706,22-11-2015,Customer_157,West,California,Houston,Technology,Phones,642.0,9,-57.14
CA-2018-102707,07-05-2015,Customer_176,Central,California,Los Angeles,Technology,Accessories,146.31,2,177.68
CA-2015-102708,05-05-2016,Customer_332,East,New York,Miami,Office Supplies,Binders,190.38,2,248.8
CA-2016-102709,25-04-2018,Customer_480,South,New York,Miami,Office Supplies,Binders,91.66,9,102.88
CA-2017-102710,07-12-2015,Customer_450,East,California,Los Angeles,Office Supplies,Paper,425.92,1,266.22
CA-2018-102711,13-01-2017,Customer_298,South,Florida,Chicago,Furniture,Tables,309.07,5,108.8
CA-2015-102712,13-02-2015,Customer_337,Central,Illinois,Houston,Office Supplies,Paper,105.95,4,21.15
CA-2016-102713,31-07-2018,Customer_130,Central,Florida,Houston,Technology,Phones,95.07,6,230.1
CA-2017-102714,29-08-2015,Customer_496,West,California,Chicago,Furniture,Chairs,128.16,1,219.1
CA-2018-102715,15-06-2016,Customer_389,East,Florida,Los Angeles,Furniture,Chairs,627.37,10,278.14
CA-2015-102716,26-05-2017,Customer_65,South,Texas,Houston,Technology,Accessories,607.82,10,-89.95
CA-2016-102717,07-10-2015,Customer_462,South,Texas,Los Angeles,Furniture,Bookcases,107.07,2,229.32
CA-2017-102718,25-08-2015,Customer_340,West,Texas,Chicago,Office Supplies,Paper,123.6,2,149.31
CA-2018-102719,17-06-2016,Customer_445,East,Illinois,Miami,Office Supplies,Paper,706.84,2,161.5
CA-2015-102720,08-05-2016,Customer_292,East,Illinois,Houston,Office Supplies,Storage,466.57,6,136.3
CA-2016-102721,29-06-2016,Customer_306,West,Florida,Miami,Office Supplies,Paper,166.77,7,237.17
CA-2017-102722,20-09-2016,Customer_313,East,New York,Houston,Furniture,Bookcases,813.57,10,-73.04
CA-2018-102723,27-12-2015,Customer_405,West,New York,Los Angeles,Office Supplies,Storage,640.95,9,164.46
CA-2015-102724,02-01-2017,Customer_387,South,California,Chicago,Furniture,Bookcases,340.44,9,-24.24
CA-2016-102725,03-08-2017,Customer_5,Central,Illinois,Chicago,Office Supplies,Binders,326.82,3,295.35
CA-2017-102726,21-02-2015,Customer_357,Central,New York,Chicago,Furniture,Chairs,17.44,1,-15.59
CA-2018-102727,31-07-2016,Customer_55,Central,California,Houston,Furniture,Chairs,294.71,5,49.67
CA-2015-102728,31-05-2017,Customer_470,West,Illinois,Miami,Office Supplies,Binders,582.14,7,-74.3
CA-2016-102729,23-07-2017,Customer_245,East,Texas,Miami,Technology,Phones,695.69,4,78.33
CA-2017-102730,28-01-2017,Customer_20,West,Texas,New York City,Furniture,Tables,751.39,7,79.95
CA-2018-102731,14-06-2017,Customer_389,Central,Illinois,Houston,Furniture,Tables,631.97,8,59.62
CA-2015-102732,22-06-2016,Customer_54,South,Illinois,New York City,Technology,Phones,217.11,6,105.63
CA-2016-102733,16-04-2018,Customer_251,West,New York,Chicago,Technology,Accessories,921.05,9,141.4
CA-2017-102734,22-08-2016,Customer_119,West,Texas,Miami,Furniture,Bookcases,410.11,9,53.3
CA-2018-102735,12-06-2015,Customer_334,Central,New York,New York City,Office Supplies,Binders,665.6,10,158.22
CA-2015-102736,03-11-2017,Customer_497,East,Florida,Los Angeles,Technology,Phones,331.36,3,-47.73
CA-2016-102737,09-08-2017,Customer_258,West,California,Miami,Office Supplies,Storage,436.75,9,254.37
CA-2017-102738,28-11-2015,Customer_162,South,California,Chicago,Furniture,Chairs,120.16,9,27.04
CA-2018-102739,29-11-2016,Customer_103,South,New York,Houston,Furniture,Bookcases,576.57,5,-72.91
CA-2015-102740,14-10-2016,Customer_480,Central,California,Miami,Technology,Phones,346.4,10,189.58
CA-2016-102741,22-01-2019,Customer_252,South,Florida,Los Angeles,Office Supplies,Storage,47.98,7,-25.53
CA-2017-102742,26-12-2018,Customer_322,Central,Illinois,New York City,Furniture,Tables,60.91,3,153.34
CA-2018-102743,09-04-2015,Customer_121,West,Texas,New York City,Office Supplies,Paper,865.5,1,229.34
CA-2015-102744,17-02-2018,Customer_393,West,Illinois,Houston,Office Supplies,Storage,294.29,2,89.96
CA-2016-102745,09-11-2017,Customer_139,South,Florida,New York City,Office Supplies,Binders,748.69,6,-42.12
CA-2017-102746,14-11-2017,Customer_248,Central,Florida,Chicago,Office Supplies,Binders,157.9,4,223.37
CA-2018-102747,24-04-2016,Customer_428,East,California,Miami,Office Supplies,Binders,24.45,6,-73.33
CA-2015-102748,25-07-2017,Customer_273,East,Texas,Miami,Office Supplies,Storage,709.55,7,221.42
CA-2016-102749,28-01-2017,Customer_40,East,Texas,Los Angeles,Technology,Accessories,903.06,9,-36.16
CA-2017-102750,11-10-2018,Customer_147,East,Florida,Houston,Furniture,Bookcases,119.26,1,98.64
CA-2018-102751,23-03-2018,Customer_83,West,Illinois,Houston,Office Supplies,Paper,808.32,5,257.57
CA-2015-102752,30-10-2016,Customer_389,Central,Illinois,Chicago,Office Supplies,Paper,739.57,9,49.01
CA-2016-102753,16-01-2019,Customer_369,Central,Texas,Chicago,Furniture,Tables,847.93,7,77.73
CA-2017-102754,09-01-2017,Customer_194,West,Texas,Chicago,Technology,Phones,606.89,4,120.52
CA-2018-102755,24-10-2017,Customer_267,West,Texas,Houston,Furniture,Tables,430.91,5,33.49
CA-2015-102756,14-05-2018,Customer_441,Central,Texas,Los Angeles,Furniture,Chairs,364.13,3,287.41
CA-2016-102757,31-10-2015,Customer_16,Central,New York,Los Angeles,Furniture,Tables,471.27,5,-90.89
CA-2017-102758,11-04-2015,Customer_369,East,Illinois,New York City,Furniture,Chairs,703.2,2,243.0
CA-2018-102759,02-03-2018,Customer_297,South,Florida,Chicago,Technology,Copiers,919.5,9,25.14
CA-2015-102760,10-07-2017,Customer_49,East,New York,Los Angeles,Technology,Accessories,948.88,9,236.53
CA-2016-102761,16-08-2015,Customer_247,Central,Florida,Chicago,Technology,Copiers,540.29,8,274.38
CA-2017-102762,26-05-2016,Customer_422,Central,New York,Los Angeles,Office Supplies,Storage,289.96,9,87.3
CA-2018-102763,17-07-2018,Customer_274,East,New York,Miami,Furniture,Chairs,39.77,1,255.84
CA-2015-102764,04-02-2017,Customer_417,South,Florida,Chicago,Technology,Copiers,310.11,4,260.08
CA-2016-102765,02-06-2015,Customer_466,East,New York,Miami,Furniture,Bookcases,556.2,9,191.03
CA-2017-102766,28-08-2016,Customer_483,Central,New York,Chicago,Office Supplies,Storage,898.94,5,250.11
CA-2018-102767,29-12-2016,Customer_288,Central,Texas,Miami,Furniture,Bookcases,334.11,8,289.72
CA-2015-102768,21-04-2017,Customer_62,Central,Florida,Houston,Office Supplies,Binders,244.07,10,190.42
CA-2016-102769,30-12-2018,Customer_346,South,Illinois,Houston,Technology,Phones,870.2,5,210.07
CA-2017-102770,27-05-2017,Customer_8,West,New York,New York City,Furniture,Chairs,255.54,8,272.97
CA-2018-102771,06-11-2018,Customer_240,South,New York,Houston,Technology,Copiers,503.14,10,240.85
CA-2015-102772,15-02-2015,Customer_235,West,California,New York City,Office Supplies,Paper,684.83,5,196.65
CA-2016-102773,25-03-2015,Customer_263,South,Texas,New York City,Office Supplies,Binders,256.9,5,105.19
CA-2017-102774,06-06-2017,Customer_334,South,Illinois,Houston,Technology,Phones,742.51,7,250.65
CA-2018-102775,28-01-2016,Customer_98,Central,Texas,Chicago,Furniture,Tables,258.18,3,-95.6
CA-2015-102776,03-11-2015,Customer_324,South,Texas,Houston,Office Supplies,Storage,983.04,5,-59.83
CA-2016-102777,08-12-2015,Customer_436,Central,Illinois,Houston,Technology,Accessories,365.11,9,122.89
CA-2017-102778,04-02-2015,Customer_249,West,New York,Chicago,Technology,Accessories,725.38,8,-75.06
CA-2018-102779,24-09-2018,Customer_38,South,Florida,Houston,Furniture,Bookcases,624.4,7,263.25
CA-2015-102780,06-01-2016,Customer_148,South,Illinois,Houston,Furniture,Tables,351.23,4,192.72
CA-2016-102781,24-05-2017,Customer_319,South,Texas,Houston,Furniture,Chairs,386.86,2,29.1
CA-2017-102782,11-12-2018,Customer_441,West,California,Houston,Technology,Phones,336.12,7,160.09
CA-2018-102783,25-12-2018,Customer_458,Central,New York,New York City,Technology,Phones,158.81,7,4.33
CA-2015-102784,08-10-2015,Customer_292,West,Illinois,Chicago,Office Supplies,Binders,96.76,3,130.81
CA-2016-102785,04-08-2017,Customer_386,Central,Florida,New York City,Technology,Accessories,324.26,5,129.01
CA-2017-102786,30-06-2017,Customer_350,East,New York,New York City,Furniture,Bookcases,465.84,7,238.31
CA-2018-102787,15-06-2016,Customer_234,East,Florida,New York City,Technology,Accessories,474.79,5,53.43
CA-2015-102788,17-07-2017,Customer_263,West,Illinois,New York City,Technology,Accessories,699.59,4,-96.84
CA-2016-102789,18-07-2018,Customer_229,South,Illinois,Chicago,Furniture,Bookcases,753.86,1,250.79
CA-2017-102790,27-10-2017,Customer_363,South,Illinois,Miami,Office Supplies,Paper,944.07,8,-15.43
CA-2018-102791,21-07-2018,Customer_107,West,New York,Miami,Technology,Phones,884.7,3,287.94
CA-2015-102792,16-10-2017,Customer_245,East,Texas,New York City,Office Supplies,Paper,41.17,8,-3.71
CA-2016-102793,12-06-2016,Customer_33,Central,Florida,Miami,Furniture,Bookcases,541.75,4,5.61
CA-2017-102794,25-10-2015,Customer_57,West,Florida,New York City,Technology,Accessories,831.02,8,279.8
CA-2018-102795,19-11-2015,Customer_15,East,New York,Chicago,Office Supplies,Binders,539.96,3,-53.18
CA-2015-102796,16-11-2015,Customer_208,Central,Illinois,Miami,Furniture,Chairs,865.95,8,-81.74
CA-2016-102797,25-03-2016,Customer_368,South,California,Los Angeles,Technology,Phones,674.92,8,67.89
CA-2017-102798,02-09-2016,Customer_98,East,California,New York City,Furniture,Chairs,589.71,3,173.19
CA-2018-102799,02-12-2016,Customer_69,South,California,Houston,Technology,Copiers,637.56,4,178.14
CA-2015-102800,27-03-2018,Customer_22,South,Florida,Los Angeles,Office Supplies,Storage,958.55,1,70.09
CA-2016-102801,29-09-2018,Customer_45,East,California,Miami,Technology,Accessories,836.27,1,97.67
CA-2017-102802,04-03-2018,Customer_472,West,California,Miami,Office Supplies,Binders,457.69,8,135.88
CA-2018-102803,13-04-2016,Customer_474,West,Texas,New York City,Furniture,Bookcases,13.44,7,229.73
CA-2015-102804,17-02-2018,Customer_287,West,New York,Miami,Technology,Copiers,661.68,2,59.31
CA-2016-102805,26-01-2016,Customer_248,South,Texas,Miami,Office Supplies,Binders,830.14,6,139.82
CA-2017-102806,27-11-2017,Customer_3,West,Florida,Los Angeles,Technology,Accessories,773.58,4,207.86
CA-2018-102807,26-09-2016,Customer_187,Central,New York,Los Angeles,Office Supplies,Paper,548.36,7,-54.6
CA-2015-102808,27-07-2015,Customer_419,Central,Florida,Chicago,Office Supplies,Binders,645.47,7,260.24
CA-2016-102809,24-06-2016,Customer_232,Central,New York,Miami,Furniture,Tables,965.27,5,89.18
CA-2017-102810,09-07-2016,Customer_414,East,Florida,Los Angeles,Office Supplies,Paper,605.71,5,98.12
CA-2018-102811,06-06-2016,Customer_408,West,Illinois,Miami,Office Supplies,Binders,786.92,7,-80.98
CA-2015-102812,11-04-2017,Customer_264,South,New York,New York City,Office Supplies,Storage,962.7,9,260.67
CA-2016-102813,17-04-2015,Customer_229,South,Florida,Los Angeles,Office Supplies,Paper,441.81,2,144.65
CA-2017-102814,13-03-2016,Customer_117,Central,California,Houston,Office Supplies,Paper,94.04,7,40.92
CA-2018-102815,16-07-2017,Customer_449,West,New York,Houston,Office Supplies,Paper,525.36,5,265.6
CA-2015-102816,22-01-2016,Customer_307,West,Texas,Los Angeles,Furniture,Chairs,531.86,6,111.48
CA-2016-102817,26-01-2019,Customer_375,South,California,New York City,Office Supplies,Paper,280.31,6,-71.66
CA-2017-102818,03-02-2018,Customer_311,West,Illinois,Chicago,Technology,Accessories,891.9,5,267.52
CA-2018-102819,13-02-2016,Customer_88,West,Texas,Miami,Furniture,Chairs,396.58,2,-66.76
CA-2015-102820,26-10-2015,Customer_410,South,Texas,Los Angeles,Technology,Copiers,359.35,5,187.19
CA-2016-102821,14-07-2015,Customer_31,West,Texas,Chicago,Technology,Accessories,611.43,6,-91.22
CA-2017-102822,22-08-2018,Customer_41,East,California,Houston,Technology,Accessories,412.35,1,-9.18
CA-2018-102823,17-09-2018,Customer_209,Central,Florida,Los Angeles,Technology,Accessories,852.91,2,209.53
CA-2015-102824,03-07-2016,Customer_381,East,Illinois,Los Angeles,Furniture,Chairs,987.26,1,253.75
CA-2016-102825,26-06-2018,Customer_336,Central,New York,New York City,Furniture,Tables,579.95,8,222.54
CA-2017-102826,06-06-2016,Customer_70,East,New York,Houston,Technology,Copiers,299.91,4,-41.58
CA-2018-102827,09-01-2015,Customer_378,West,Illinois,Chicago,Office Supplies,Paper,422.24,7,116.37
CA-2015-102828,21-09-2015,Customer_278,West,Illinois,New York City,Technology,Phones,96.37,2,174.18
CA-2016-102829,02-10-2017,Customer_152,South,Illinois,Chicago,Furniture,Bookcases,434.5,2,110.12
CA-2017-102830,28-11-2017,Customer_363,South,New York,New York City,Office Supplies,Binders,874.3,9,198.21
CA-2018-102831,08-05-2018,Customer_202,West,Illinois,Miami,Office Supplies,Paper,917.7,10,10.68
CA-2015-102832,26-11-2015,Customer_317,East,Illinois,Los Angeles,Office Supplies,Paper,740.54,9,-27.91
CA-2016-102833,08-01-2015,Customer_464,West,California,Houston,Technology,Phones,360.98,8,195.35
CA-2017-102834,26-10-2018,Customer_310,West,California,Los Angeles,Furniture,Tables,967.5,1,207.77
