Order_ID,Category,Region,Segment,Sales,Profit,Discount,Quantity,Customer_Rating,Delivery_Time_Days,Marketing_Spend,Competitor_Price_Index
43089,Category_13,International,Enterprise,2796.96,1361.37,0.36,16,4.7,8,1991.76,1.02
43090,Category_16,South,Home Office,3986.62,1378.98,0.35,17,2.8,5,1829.32,1.0
43091,Category_8,South,Home Office,3748.57,-215.12,0.49,16,2.1,8,1974.57,1.17
43092,Category_12,Central,Consumer,4853.64,-458.23,0.08,14,1.0,5,1572.02,0.82
43093,Category_17,North-East,Enterprise,1251.36,940.11,0.49,8,3.1,13,1992.77,1.08
43094,Category_16,West,Corporate,4055.94,-337.49,0.03,10,3.6,12,407.87,1.12
43095,Category_9,North,Government,4525.65,175.61,0.41,17,4.4,3,1071.0,0.97
43096,Category_25,International,Consumer,4361.86,303.12,0.15,19,1.6,1,1721.48,0.96
43097,Category_19,North,Consumer,3963.56,334.16,0.47,14,1.4,2,1189.04,0.95
43098,Category_17,Central,Consumer,1175.52,985.38,0.49,9,3.4,1,1562.85,1.0
43099,Category_24,North,Consumer,4799.55,-303.05,0.27,12,1.7,13,1937.24,1.05
43100,Category_8,East,Enterprise,1785.89,1050.03,0.13,6,3.3,10,109.13,1.05
43101,Category_12,South,SME,565.32,908.47,0.21,5,2.0,13,953.47,1.09
43102,Category_9,North,Government,738.76,-467.24,0.13,9,3.6,3,437.2,0.97
43103,Category_6,South,Consumer,943.87,1276.74,0.3,10,3.2,9,726.26,0.89
43104,Category_25,International,Home Office,1076.31,-359.55,0.06,14,3.2,9,1353.75,0.9
43105,Category_10,West,Enterprise,3848.36,-279.23,0.2,2,1.2,9,320.73,0.84
43106,Category_9,North-East,Enterprise,2160.91,1113.83,0.39,12,3.2,11,1883.75,0.99
43107,Category_4,Central,Home Office,833.68,209.12,0.38,17,4.9,1,1041.26,1.04
43108,Category_11,South,Enterprise,220.43,1299.22,0.31,16,3.3,10,654.87,1.09
43109,Category_21,East,Consumer,1551.16,415.61,0.33,10,2.5,5,495.63,0.94
43110,Category_22,East,Home Office,3376.98,1152.17,0.03,5,2.0,7,1862.05,0.81
43111,Category_6,West,Consumer,3231.13,-131.82,0.35,9,1.7,8,223.03,1.08
43112,Category_18,South,Government,1705.85,1098.16,0.43,3,3.7,5,1358.06,0.98
43113,Category_4,Central,Consumer,2782.33,1243.76,0.4,4,3.5,8,1688.54,1.17
43114,Category_12,Central,Enterprise,2605.99,22.51,0.42,1,4.9,11,1323.72,1.18
43115,Category_9,North-East,SME,2263.79,1193.8,0.06,11,4.1,5,1998.68,1.09
43116,Category_15,Central,Government,2333.1,793.1,0.08,5,3.9,6,1924.15,0.85
43117,Category_23,East,Home Office,795.85,-342.28,0.35,1,2.7,2,1317.82,0.88
43118,Category_9,East,Corporate,4421.86,-83.97,0.48,6,3.3,12,1389.98,1.06
43119,Category_6,West,Enterprise,2955.99,423.07,0.3,17,2.9,14,1916.56,1.16
43120,Category_11,East,Home Office,1290.25,1132.38,0.15,9,2.8,8,1829.25,0.85
43121,Category_7,North,Corporate,2160.85,303.57,0.39,1,1.7,6,79.64,1.13
43122,Category_25,North,Enterprise,685.36,1398.84,0.07,14,3.7,2,1233.37,1.19
43123,Category_14,Central,Consumer,4128.18,1305.3,0.11,4,2.0,12,331.31,0.94
43124,Category_16,West,SME,2264.89,707.57,0.02,12,4.7,1,1487.34,0.9
43125,Category_15,Central,Consumer,1868.68,264.37,0.42,11,3.4,11,612.13,1.14
43126,Category_20,Central,Government,3489.92,1142.19,0.16,19,3.8,7,1807.71,0.95
43127,Category_9,International,Home Office,3131.75,1452.73,0.34,1,3.2,6,1491.11,0.87
43128,Category_19,East,Consumer,1403.2,1039.88,0.36,7,1.7,2,793.26,0.98
43129,Category_12,North,Home Office,4711.84,772.13,0.03,14,3.6,4,129.75,1.11
43130,Category_11,West,Enterprise,4614.71,566.4,0.17,3,4.7,3,788.79,0.96
43131,Category_8,North,Enterprise,2304.84,48.12,0.1,4,1.5,3,947.68,1.18
43132,Category_3,North-East,SME,3871.32,1359.39,0.13,9,3.1,10,654.75,1.09
43133,Category_19,East,Home Office,327.0,1314.99,0.47,10,1.8,7,717.75,0.95
43134,Category_3,East,Home Office,1476.31,479.86,0.26,19,4.1,8,1048.67,0.86
43135,Category_25,South,Corporate,416.04,986.89,0.09,16,5.0,7,926.21,0.85
43136,Category_3,North-East,Government,3705.33,1310.85,0.31,1,1.8,11,1630.95,0.89
43137,Category_6,North-East,SME,2824.12,1458.32,0.5,11,1.3,2,1150.39,1.01
43138,Category_11,East,Enterprise,2304.65,1421.23,0.29,2,1.7,1,1662.99,1.0
43139,Category_20,International,Consumer,3620.44,1432.35,0.08,5,1.3,9,360.5,1.1
43140,Category_14,East,Corporate,3350.79,214.44,0.18,11,1.6,5,1881.35,1.15
43141,Category_2,North,Government,4667.13,293.2,0.02,2,3.8,12,592.09,0.91
43142,Category_12,West,Government,2073.66,38.13,0.22,11,2.2,9,1727.04,1.18
43143,Category_16,International,Consumer,2210.83,1440.79,0.34,14,3.2,9,456.45,0.85
43144,Category_3,International,Government,1525.34,290.59,0.05,4,4.1,12,1632.17,1.14
43145,Category_21,North,Consumer,4939.17,917.11,0.19,2,3.9,12,1323.86,0.89
43146,Category_16,North,Consumer,1277.8,1051.56,0.29,3,5.0,4,1607.67,0.85
43147,Category_10,South,SME,2353.94,1342.2,0.01,13,4.8,7,1923.06,1.11
43148,Category_20,North,Enterprise,2851.44,-41.35,0.44,5,4.0,3,808.27,0.88
43149,Category_5,West,Corporate,1535.86,444.16,0.2,18,2.5,5,399.52,0.88
43150,Category_13,International,Consumer,1047.5,-428.36,0.2,3,1.4,3,1940.09,0.84
43151,Category_12,International,SME,3993.2,935.57,0.03,4,4.0,4,1055.57,0.84
43152,Category_1,West,Enterprise,4105.82,1434.07,0.29,13,2.8,8,529.08,0.87
43153,Category_20,South,Government,1349.71,49.92,0.24,11,2.2,11,422.15,0.83
43154,Category_11,North,Enterprise,4185.12,629.57,0.27,9,4.2,3,298.0,1.0
43155,Category_19,East,Enterprise,2205.6,-148.75,0.22,2,2.8,12,1314.85,0.95
43156,Category_15,East,Enterprise,2923.99,211.69,0.21,19,1.9,6,1572.2,0.81
43157,Category_18,East,Home Office,4031.44,557.29,0.34,16,3.5,6,413.04,1.0
43158,Category_16,West,Government,485.88,466.6,0.11,10,4.8,8,1232.24,0.92
43159,Category_7,East,SME,107.54,1396.28,0.22,14,4.2,4,1179.26,1.09
43160,Category_10,West,SME,4205.8,352.84,0.38,10,1.9,11,1444.42,1.06
43161,Category_25,Central,SME,2699.99,1308.56,0.31,13,1.3,1,870.72,0.89
43162,Category_16,South,Enterprise,2532.87,1399.67,0.04,16,5.0,2,1602.89,1.02
43163,Category_17,Central,Corporate,150.57,886.58,0.49,19,3.1,6,239.65,1.04
43164,Category_7,North-East,Home Office,2892.99,-372.11,0.01,9,4.5,13,1753.39,0.93
43165,Category_11,North-East,Consumer,2220.77,846.89,0.16,18,4.4,1,483.01,0.84
43166,Category_17,North,Government,3208.78,680.02,0.3,6,2.7,8,1362.01,1.19
43167,Category_5,East,Corporate,735.93,-279.29,0.28,18,2.5,14,894.06,1.19
43168,Category_1,International,SME,3001.7,207.14,0.02,17,4.8,6,1973.22,0.88
43169,Category_3,North-East,Government,2215.6,839.88,0.39,15,1.8,13,492.1,0.98
43170,Category_16,West,Consumer,1635.96,272.32,0.44,7,4.3,3,1345.02,1.04
43171,Category_24,West,Government,4259.83,378.25,0.31,16,3.8,10,1865.18,1.0
43172,Category_15,West,Consumer,4340.89,240.01,0.14,14,4.1,8,239.58,0.98
43173,Category_4,South,SME,739.8,726.69,0.29,11,1.0,2,1811.72,1.1
43174,Category_12,North,Government,3642.95,-265.14,0.1,13,3.7,1,794.38,0.87
43175,Category_1,South,Enterprise,1521.91,-471.41,0.45,8,3.8,12,1736.82,1.03
43176,Category_17,East,Home Office,2413.51,28.29,0.01,16,4.9,1,905.05,1.19
43177,Category_24,North-East,Corporate,4555.9,1461.68,0.0,14,3.1,9,430.78,1.2
43178,Category_15,Central,Consumer,1960.66,-371.56,0.25,8,3.4,5,1124.54,0.83
43179,Category_24,International,SME,2497.27,-21.68,0.25,9,4.7,4,1131.34,1.16
43180,Category_20,South,Consumer,4835.04,-166.31,0.24,13,4.1,10,466.02,0.91
43181,Category_20,South,Enterprise,4065.7,1302.18,0.35,6,1.8,5,1754.61,0.95
43182,Category_10,East,SME,3037.81,1269.84,0.15,16,3.9,5,1316.05,1.08
43183,Category_11,Central,Enterprise,3385.28,-2.55,0.24,13,3.6,4,884.05,0.84
43184,Category_18,Central,SME,254.19,768.43,0.21,15,3.2,14,201.6,1.1
43185,Category_2,South,Corporate,929.46,763.69,0.41,13,3.9,13,276.89,0.94
43186,Category_6,West,SME,1642.25,1363.1,0.34,10,4.3,5,374.14,1.04
43187,Category_16,West,Enterprise,1318.29,176.51,0.3,18,2.0,1,1093.3,1.07
43188,Category_24,East,Enterprise,2442.75,20.35,0.01,5,4.3,9,1447.66,1.09
43189,Category_7,North-East,Government,1842.81,175.0,0.05,11,3.3,1,1550.99,0.88
43190,Category_23,North,Corporate,2866.78,127.37,0.1,5,1.4,13,1964.26,1.09
43191,Category_19,North-East,Enterprise,2882.3,531.45,0.49,11,3.9,3,293.9,1.15
43192,Category_12,East,Home Office,3357.5,76.31,0.38,19,3.1,4,203.55,1.1
43193,Category_18,East,Enterprise,2760.79,1459.53,0.37,16,3.6,1,1330.44,0.87
43194,Category_10,West,SME,4867.3,-264.74,0.37,8,1.8,13,1429.69,1.03
43195,Category_7,International,Corporate,3017.96,65.07,0.38,12,2.1,7,821.17,1.02
43196,Category_4,Central,Enterprise,3103.73,-98.26,0.38,11,4.1,8,945.39,0.87
43197,Category_17,East,Corporate,478.16,755.72,0.16,14,1.2,2,566.67,1.0
43198,Category_17,North,Consumer,2993.21,1421.8,0.27,8,3.0,13,662.38,1.14
43199,Category_4,North-East,Corporate,206.07,-275.17,0.14,4,2.0,4,1258.9,1.05
43200,Category_21,North-East,Government,720.64,-113.61,0.17,6,3.4,7,59.03,1.06
43201,Category_5,North,Government,3270.42,-258.47,0.48,16,3.5,1,453.82,0.82
43202,Category_1,Central,Enterprise,348.87,596.34,0.11,4,2.9,12,1246.94,1.04
43203,Category_19,Central,Home Office,4084.69,-398.76,0.45,7,4.1,12,77.42,0.88
43204,Category_22,West,Corporate,170.45,321.12,0.43,13,5.0,8,651.8,1.05
43205,Category_23,North-East,Home Office,298.6,775.62,0.18,10,2.4,12,141.38,0.97
43206,Category_11,North-East,Government,1652.99,-420.02,0.16,7,3.9,4,307.32,0.84
43207,Category_1,South,Corporate,3931.32,-291.29,0.27,2,2.1,9,497.48,1.12
43208,Category_8,South,Government,3190.66,880.39,0.38,2,3.9,5,1595.42,0.86
43209,Category_4,West,Government,2049.56,-326.48,0.13,6,4.6,8,53.34,0.84
43210,Category_25,Central,Consumer,4049.86,38.91,0.47,14,2.9,3,276.53,1.15
43211,Category_22,North,Corporate,1956.42,100.75,0.02,15,4.1,11,461.39,1.19
43212,Category_15,West,Consumer,3115.91,-201.6,0.19,3,2.9,2,520.66,1.1
43213,Category_17,East,Consumer,4369.82,378.62,0.45,19,2.3,5,1879.02,1.04
43214,Category_18,North-East,Corporate,1638.26,194.49,0.41,7,1.7,4,1594.59,0.89
43215,Category_3,South,Enterprise,3924.07,-495.51,0.36,11,3.5,4,298.54,1.08
43216,Category_18,Central,Home Office,3500.97,-54.62,0.31,10,3.7,8,698.99,0.96
43217,Category_7,North-East,Consumer,3205.75,397.76,0.39,7,3.9,4,361.51,1.03
43218,Category_17,International,Corporate,491.57,382.5,0.01,7,2.6,12,1988.45,0.88
43219,Category_25,North,Enterprise,1405.59,94.91,0.32,6,4.5,6,1736.06,1.17
43220,Category_18,East,Enterprise,2525.55,560.27,0.37,7,1.7,3,831.47,1.0
43221,Category_20,East,Home Office,4821.51,-7.35,0.41,13,4.6,8,774.17,0.83
43222,Category_8,South,Home Office,4442.71,271.94,0.27,14,4.0,4,1200.39,1.12
43223,Category_11,South,Enterprise,2478.34,1462.52,0.07,4,1.4,14,310.89,1.08
43224,Category_3,North-East,Consumer,1011.44,1028.34,0.38,4,3.5,5,1468.47,0.98
43225,Category_25,South,Corporate,2288.2,757.25,0.14,5,4.5,9,1299.75,0.96
43226,Category_7,North,SME,4782.7,-209.07,0.02,3,2.6,8,768.69,1.16
43227,Category_15,Central,SME,4247.85,-67.35,0.36,8,2.4,13,280.77,1.07
43228,Category_10,International,Consumer,3582.29,616.32,0.07,3,1.8,13,474.68,1.2
43229,Category_12,South,Government,2044.9,-224.13,0.04,17,3.9,11,277.33,1.15
43230,Category_12,Central,Enterprise,144.28,-177.47,0.38,9,1.0,9,451.41,0.96
43231,Category_19,North,Government,3086.18,-138.07,0.38,18,1.9,2,1082.46,0.97
43232,Category_19,Central,Corporate,4974.68,1139.78,0.41,11,4.5,5,1637.45,0.81
43233,Category_15,North,Home Office,352.0,417.31,0.33,7,1.3,2,661.96,1.14
43234,Category_21,East,Home Office,2809.78,465.51,0.16,10,4.4,8,1387.77,1.03
43235,Category_21,North,Home Office,644.46,1336.21,0.05,15,2.9,14,1462.87,0.98
43236,Category_5,North-East,Enterprise,770.31,1305.5,0.46,17,3.2,3,553.48,0.84
43237,Category_13,International,Corporate,2294.22,434.04,0.5,17,2.5,2,1550.45,1.05
43238,Category_25,Central,Home Office,2548.79,-100.68,0.26,8,4.6,1,347.47,0.96
43239,Category_9,Central,SME,3730.33,-321.12,0.07,5,4.4,5,1221.79,1.08
43240,Category_22,South,Home Office,2033.64,1292.37,0.28,14,1.6,9,54.87,0.87
43241,Category_23,East,Enterprise,3148.1,1463.03,0.41,6,1.6,1,1806.25,0.9
43242,Category_10,West,Enterprise,2051.79,-274.59,0.4,12,3.1,7,272.11,0.82
43243,Category_8,North,SME,2273.86,-435.03,0.2,11,1.7,5,1712.51,0.87
43244,Category_9,West,Enterprise,3778.56,260.28,0.32,10,1.4,6,1007.83,0.86
43245,Category_6,International,Corporate,2164.45,1181.75,0.08,1,4.9,11,1155.26,1.08
43246,Category_24,International,Enterprise,958.05,1211.17,0.36,10,2.5,1,592.83,1.14
43247,Category_18,North-East,Home Office,4467.88,-385.26,0.36,19,4.0,13,1689.79,0.96
43248,Category_10,International,Corporate,3631.82,-358.27,0.29,11,3.1,14,402.67,1.04
43249,Category_24,North,SME,4719.14,-427.85,0.26,3,2.2,2,607.87,0.88
43250,Category_15,North-East,SME,3450.19,1209.78,0.05,11,3.9,4,1739.85,0.88
43251,Category_13,North-East,Government,3272.87,701.82,0.06,17,2.6,11,645.95,1.06
43252,Category_11,North,Home Office,3247.55,837.33,0.33,4,2.3,13,1496.73,1.12
43253,Category_2,East,SME,3789.5,-427.26,0.23,13,3.7,9,837.09,1.05
43254,Category_8,South,Corporate,1044.45,254.37,0.09,14,1.1,11,1958.14,0.86
43255,Category_18,East,SME,832.59,1499.2,0.35,1,1.3,2,925.17,0.82
43256,Category_3,West,Government,1388.33,74.45,0.03,7,3.9,1,1976.79,1.17
43257,Category_23,West,Government,4067.95,530.05,0.13,9,2.4,3,308.94,1.14
43258,Category_25,North,Home Office,119.84,996.15,0.23,16,2.1,8,1215.59,1.1
43259,Category_3,South,Corporate,3303.33,6.74,0.3,11,2.9,6,1302.36,0.99
43260,Category_21,Central,Enterprise,499.23,-245.36,0.25,4,3.0,7,313.99,0.86
43261,Category_25,Central,Enterprise,4347.17,1322.46,0.2,16,4.3,12,984.61,0.88
43262,Category_7,South,Enterprise,1809.28,873.24,0.39,17,1.9,10,351.88,0.97
43263,Category_18,North-East,Government,4414.01,197.11,0.47,6,5.0,11,797.3,0.98
43264,Category_21,North,Home Office,3860.1,99.37,0.14,12,2.5,6,1412.06,1.09
43265,Category_21,North-East,Enterprise,3539.32,1216.06,0.41,18,2.0,9,207.42,0.82
43266,Category_9,Central,Home Office,689.38,1183.49,0.48,11,3.9,3,1279.6,1.18
43267,Category_18,North-East,Consumer,2925.9,271.3,0.41,6,4.6,10,1723.36,0.89
43268,Category_1,North-East,Enterprise,1866.33,1077.03,0.06,15,4.4,12,1045.99,0.98
43269,Category_4,North,SME,2320.8,1222.33,0.22,6,3.3,7,1388.22,0.83
43270,Category_4,International,Corporate,1380.09,154.4,0.32,15,4.3,7,783.67,0.89
43271,Category_17,North-East,Home Office,428.46,-36.35,0.22,10,2.1,1,1904.42,0.83
43272,Category_23,East,Consumer,4246.63,1341.56,0.24,9,2.2,5,1728.4,1.02
43273,Category_2,West,Enterprise,4913.09,279.61,0.37,19,3.4,13,597.43,0.86
43274,Category_15,South,Home Office,1961.62,-107.08,0.21,3,1.2,8,736.41,1.09
43275,Category_13,East,Enterprise,3920.71,1272.13,0.27,1,2.7,2,1849.2,0.9
43276,Category_9,International,Consumer,557.54,530.49,0.17,17,2.0,6,1534.83,1.17
43277,Category_7,Central,Enterprise,292.85,1448.2,0.23,3,4.7,1,1867.2,0.84
43278,Category_12,North-East,Home Office,600.77,-27.85,0.28,13,3.7,8,275.2,1.16
43279,Category_12,East,SME,1910.19,664.93,0.01,6,4.3,3,1603.88,1.15
43280,Category_14,International,SME,3197.35,1160.59,0.1,2,2.9,13,476.86,1.02
43281,Category_23,East,Home Office,2977.65,735.93,0.06,2,4.3,4,1096.13,0.89
43282,Category_15,Central,Government,4339.12,829.46,0.41,17,2.6,7,1778.63,0.85
43283,Category_1,East,Enterprise,1395.11,707.22,0.16,4,4.2,5,1141.11,0.87
43284,Category_9,South,SME,861.43,-257.15,0.09,19,4.9,7,1392.03,1.14
43285,Category_16,Central,Home Office,3374.33,42.75,0.49,3,2.0,9,271.23,0.97
43286,Category_9,Central,Home Office,4424.55,886.54,0.19,10,3.4,10,1794.38,1.03
43287,Category_16,North,Enterprise,4341.11,-269.18,0.4,2,4.6,1,611.64,1.0
43288,Category_2,North-East,SME,3468.41,1361.79,0.2,17,4.0,11,527.9,0.95
43289,Category_10,Central,Government,3111.53,656.36,0.33,11,4.6,4,1485.23,1.18
43290,Category_25,North-East,Home Office,165.09,478.44,0.39,6,3.7,1,578.09,1.09
43291,Category_18,International,SME,2878.15,1037.57,0.5,17,2.4,5,698.31,1.16
43292,Category_13,Central,Consumer,1876.3,1213.02,0.44,6,2.1,10,1262.9,0.98
43293,Category_2,West,SME,4546.14,625.47,0.09,14,2.9,6,856.71,1.06
43294,Category_13,North,SME,3967.55,-58.1,0.11,14,1.6,12,1405.12,0.8
43295,Category_24,South,Consumer,1148.87,-291.74,0.05,3,2.8,12,63.49,1.12
43296,Category_3,East,Government,206.61,216.45,0.42,2,2.5,7,93.68,1.14
43297,Category_15,West,Consumer,894.32,-35.21,0.08,1,3.2,5,1724.97,1.0
43298,Category_3,North-East,Government,3827.87,895.79,0.29,18,1.3,10,1957.75,0.95
43299,Category_23,North,Home Office,735.03,592.56,0.09,17,2.1,14,646.85,0.92
43300,Category_10,Central,SME,100.11,873.14,0.43,3,3.5,9,1803.91,1.07
43301,Category_6,International,Corporate,4092.46,1448.08,0.08,10,4.5,4,1096.79,1.03
43302,Category_23,Central,Home Office,1660.18,1352.05,0.39,1,2.0,14,265.02,0.89
43303,Category_22,North,Enterprise,2084.54,98.97,0.04,5,3.4,3,1276.01,0.95
43304,Category_14,North,SME,4436.59,158.19,0.47,2,1.8,14,864.09,0.81
43305,Category_9,West,Enterprise,3026.31,461.26,0.19,17,3.9,10,80.41,0.83
43306,Category_18,International,SME,4285.3,738.72,0.47,9,2.0,13,1553.97,1.13
43307,Category_8,West,Enterprise,339.94,40.99,0.01,15,1.4,8,1630.49,1.09
43308,Category_6,International,Corporate,1623.43,1292.53,0.04,1,2.2,9,906.59,1.19
43309,Category_15,West,SME,3137.45,101.11,0.07,14,4.3,8,77.47,1.01
43310,Category_14,North,Enterprise,138.57,-435.05,0.48,17,4.5,5,1509.84,1.06
43311,Category_15,North,Home Office,3839.77,1226.33,0.45,10,2.4,11,1764.87,0.85
43312,Category_20,International,Enterprise,348.15,1164.15,0.4,8,2.6,10,884.95,1.17
43313,Category_6,West,Enterprise,1428.16,1113.79,0.11,4,4.7,3,1908.81,1.13
43314,Category_22,West,Corporate,3002.55,719.42,0.38,6,1.8,7,1032.23,0.81
43315,Category_12,North,Consumer,1077.76,-287.68,0.26,15,2.1,4,1388.47,1.18
43316,Category_10,Central,Corporate,3789.67,670.91,0.17,8,2.3,12,1877.53,1.07
43317,Category_19,West,Consumer,1670.76,1150.25,0.19,2,1.3,8,417.9,1.19
43318,Category_8,West,Corporate,3650.59,650.74,0.11,9,1.9,14,1560.22,1.11
43319,Category_5,North,SME,4849.0,1031.01,0.03,13,2.1,13,1848.45,0.84
43320,Category_10,South,SME,3469.86,1034.72,0.39,14,1.1,5,1714.02,1.02
43321,Category_11,South,Government,698.38,922.52,0.4,8,2.7,14,1617.36,0.82
43322,Category_20,West,Enterprise,259.99,1054.81,0.02,19,1.4,7,1141.2,0.93
43323,Category_14,North-East,Home Office,221.04,187.63,0.46,13,4.3,14,482.8,1.16
43324,Category_14,East,Home Office,3800.92,1116.64,0.16,15,4.5,7,591.1,0.82
43325,Category_2,South,Corporate,2831.26,253.29,0.49,18,4.1,2,1973.04,1.09
43326,Category_17,North-East,SME,3743.65,761.77,0.04,3,3.2,2,378.96,0.86
43327,Category_15,West,SME,2768.92,20.23,0.46,7,3.1,3,1273.91,1.18
43328,Category_23,East,Enterprise,2659.41,188.36,0.25,3,2.7,4,1403.97,1.15
43329,Category_3,North,Consumer,4476.15,-78.67,0.25,13,4.0,13,389.36,1.0
43330,Category_3,North-East,SME,4974.08,907.92,0.32,9,4.3,1,715.23,0.99
43331,Category_3,East,Home Office,2294.77,434.46,0.36,18,2.9,5,782.77,0.99
43332,Category_3,West,Consumer,4803.71,665.93,0.49,10,4.1,9,578.52,1.1
43333,Category_18,South,SME,4185.48,-386.38,0.21,5,2.5,6,1366.63,1.0
43334,Category_6,North-East,Home Office,4676.18,-264.67,0.2,8,1.2,7,1040.31,1.05
43335,Category_14,South,SME,2193.09,987.43,0.46,11,2.9,1,1042.47,0.89
43336,Category_3,North,Government,1479.3,770.6,0.2,2,4.9,4,810.45,0.97
43337,Category_1,South,SME,3407.23,1381.07,0.12,18,1.0,10,1616.05,0.84
43338,Category_10,North-East,SME,812.98,1006.24,0.4,2,3.4,12,537.82,1.09
43339,Category_13,Central,Consumer,2916.87,-98.04,0.43,17,4.6,8,1581.65,0.88
43340,Category_9,South,SME,2565.39,548.82,0.3,10,1.1,9,1127.57,1.08
43341,Category_22,North-East,Home Office,3778.99,1145.58,0.36,8,2.8,11,260.98,0.96
43342,Category_22,East,Enterprise,1970.41,-461.54,0.0,18,4.8,10,422.45,0.81
43343,Category_25,South,Enterprise,2517.15,656.67,0.05,11,1.6,3,1550.68,1.17
43344,Category_2,International,SME,4403.26,-359.66,0.15,19,1.8,6,1136.2,0.81
43345,Category_10,North-East,Government,3933.28,537.28,0.39,6,2.4,10,166.27,1.07
43346,Category_25,International,Enterprise,4771.39,1449.67,0.49,11,4.7,5,844.5,0.97
43347,Category_12,East,Enterprise,2741.85,583.83,0.18,4,3.8,14,1841.49,0.99
43348,Category_19,Central,Enterprise,1553.94,-160.13,0.27,11,1.7,4,734.44,0.89
43349,Category_3,North,Enterprise,1284.77,1430.89,0.3,3,3.8,1,1568.4,1.09
43350,Category_19,North-East,SME,4499.21,774.97,0.45,8,3.6,10,1210.63,1.0
43351,Category_1,Central,Enterprise,468.73,1060.43,0.29,4,4.5,14,372.24,1.19
43352,Category_15,International,Enterprise,1825.89,61.98,0.35,3,3.9,11,1662.56,1.05
43353,Category_23,North-East,Consumer,3237.31,799.28,0.09,5,2.4,12,380.87,1.16
43354,Category_13,West,SME,3187.96,1073.72,0.13,13,1.3,9,1318.49,0.82
43355,Category_7,East,Enterprise,3001.38,-10.86,0.28,11,4.0,3,110.79,0.95
43356,Category_2,North,SME,591.11,1420.85,0.47,2,1.5,6,1239.94,0.96
43357,Category_22,Central,Enterprise,2101.59,586.8,0.19,11,1.1,14,227.9,0.89
43358,Category_20,International,Home Office,1488.76,529.51,0.34,6,1.2,7,380.81,0.88
43359,Category_11,North,Government,2134.56,380.76,0.37,17,4.3,4,1330.59,0.88
43360,Category_23,West,Corporate,865.79,706.48,0.25,3,2.7,14,1686.84,0.94
43361,Category_16,West,Government,3297.44,197.86,0.26,4,4.8,13,482.14,0.95
43362,Category_14,Central,Government,3786.82,405.6,0.46,1,2.3,9,1326.82,1.13
43363,Category_23,East,Corporate,1747.73,664.56,0.16,13,2.7,3,1844.88,1.15
43364,Category_15,Central,Government,2033.73,-266.48,0.23,10,1.5,12,157.17,1.0
43365,Category_20,South,Home Office,3925.9,126.38,0.41,6,1.2,1,453.62,0.85
43366,Category_19,West,SME,4639.46,-240.76,0.12,11,1.8,7,1320.45,1.0
43367,Category_7,North,Enterprise,2847.67,830.14,0.27,1,2.4,1,787.78,1.18
43368,Category_9,North-East,Consumer,2384.51,-104.16,0.16,6,2.2,11,1512.38,1.09
43369,Category_4,North,Enterprise,1358.69,360.57,0.09,5,3.3,11,1905.25,0.93
43370,Category_6,West,Government,1055.54,271.65,0.45,8,4.4,2,1510.49,1.04
43371,Category_23,North,Enterprise,4721.72,1389.06,0.2,3,1.8,4,1894.18,1.14
43372,Category_10,East,Home Office,960.2,157.29,0.19,13,3.3,11,1953.32,1.1
43373,Category_3,Central,Government,3369.08,-45.21,0.05,4,3.3,9,1157.02,1.19
43374,Category_21,North-East,SME,1990.07,848.2,0.45,4,2.2,9,1748.95,0.81
43375,Category_1,Central,Enterprise,1754.2,-236.97,0.14,10,3.9,4,190.75,1.11
43376,Category_6,South,SME,3100.16,78.68,0.05,3,4.3,6,194.46,1.08
43377,Category_5,South,SME,1441.69,1377.46,0.24,10,2.9,5,1523.95,1.04
43378,Category_23,North,Corporate,2857.86,28.2,0.22,17,4.5,12,502.59,0.81
43379,Category_15,North,Government,2507.46,1242.13,0.33,14,4.3,8,1081.1,1.15
43380,Category_25,International,SME,2242.74,699.02,0.48,3,4.2,6,1895.38,1.05
43381,Category_11,West,Corporate,3753.53,1212.71,0.09,11,1.3,11,1981.26,0.81
43382,Category_20,North-East,Corporate,4025.31,791.78,0.28,19,4.2,7,809.22,1.19
43383,Category_25,North-East,Corporate,4341.94,-160.45,0.07,8,3.9,2,1915.12,0.91
43384,Category_13,North-East,Government,2987.17,512.72,0.16,17,4.3,4,1911.54,0.89
43385,Category_6,International,Home Office,4078.15,794.02,0.21,7,3.9,4,105.27,1.01
43386,Category_5,South,Corporate,4361.71,1250.28,0.43,10,1.9,14,520.25,0.93
43387,Category_2,North-East,Corporate,4353.64,685.1,0.36,4,2.6,9,748.47,0.94
43388,Category_17,North-East,Home Office,4210.07,-283.72,0.38,13,4.5,12,1166.45,0.83
43389,Category_24,South,SME,3202.91,214.37,0.08,8,2.5,12,175.45,1.15
43390,Category_12,East,Corporate,4117.98,109.28,0.36,5,4.1,10,1556.8,0.86
43391,Category_12,North-East,Enterprise,2407.24,-319.35,0.06,6,1.6,1,1176.82,1.17
43392,Category_22,North-East,Consumer,3942.54,769.42,0.18,14,3.5,13,275.92,1.0
43393,Category_14,Central,Enterprise,876.58,-236.02,0.24,19,4.7,5,54.19,1.19
43394,Category_7,North,Government,4593.29,602.15,0.49,16,1.6,11,1963.7,0.92
43395,Category_22,International,Corporate,1148.34,752.67,0.04,13,4.3,11,141.28,0.94
43396,Category_14,West,Corporate,1234.19,162.07,0.19,8,1.1,13,1550.18,1.18
43397,Category_7,South,SME,983.72,-421.81,0.03,18,2.5,13,700.48,0.83
43398,Category_9,West,Corporate,3634.13,1092.7,0.07,6,2.8,7,198.19,1.0
